"Status","Comment"
"Not SATD","ensure null, empty, and whitespace _sub / idir_userid claims are filtered out"
"Not SATD","unique identifier can never be null"
"Not SATD"," Deploy cif:function_session to pg requires: schemas/main requires: types/keycloak_jwt"
"Not SATD"," Deploy cif:functions/session_001_drop_function_before_table_update to pg requires: functions/session"
"Not SATD","ensure null, empty, and whitespace _sub claim is filtered out"
"Not SATD","unique identifier can never be null"
"Not SATD"," Deploy cif:functions/session_002_create_function_after_table_update to pg requires: functions/session_001_drop_function_before_table_update"
"Not SATD","Deploy cif:migrations/001_milestone_form_changes_to_single_form_change to pg"
"Not SATD","Deploy cif:migrations/002_separate_funding_schemas_for_EP_and_IA to pg"
"Not SATD","Deploy cif:mutations/add_additional_funding_source_to_revision to pg"
"Not SATD","Deploy cif:mutations/add_contact_to_revision to pg"
"Not SATD","We need the to pass the contact_id conditionally, because json format doesn't support null values"
"Not SATD"," Deploy cif:mutations/add_emission_intensity_report_to_revision to pg requires: tables/reporting_requirement requires: tables/form_change"
"Not SATD","Adding a emission intensity report to a project_revision is a chained operation. The data for emission is spread across two tables:- reporting_requirement (base table, common to all reports)- emission_intensity_report (data specific to emission intensity reports)Because this data is spread across two tables we have to create two form_change records within one transaction, one for each table."
"Not SATD"," Deploy cif:mutations/add_emission_intensity_report_to_revision to pg requires: tables/reporting_requirement requires: tables/form_change"
"Not SATD","Adding a emission intensity report to a project_revision is a chained operation. The data for emission is spread across two tables:- reporting_requirement (base table, common to all reports)- emission_intensity_report (data specific to emission intensity reports)Because this data is spread across two tables we have to create two form_change records within one transaction, one for each table."
"Not SATD"," Deploy cif:mutations/add_milestone_to_revision to pg requires: tables/reporting_requirement requires: tables/form_change"
"Not SATD"," Deploy cif:mutations/add_milestone_to_revision to pg requires: tables/reporting_requirement requires: tables/form_change"
"Not SATD","Adding a milestone to a project_revision is a chained operation. The data for milestones is spread across three tables:- reporting_requirement (base table, common to all reports)- milestone_report (data specific to milestone reports)- payment (payment data, common to some reports)Because this data is spread across three tables we have to create three form_change records within one transaction, one for each table."
"Not SATD"," Deploy cif:mutations/commit_form_change to pg requires: tables/form_change"
"Not SATD","Deploy cif:mutations/commit_form_change to pg"
"SATD","TODO : add a conditional behaviour based on fc.form_id"
"Not SATD","Deploy cif:mutations/commit_form_change to pg"
"SATD","TODO : add a conditional behaviour based on fc.form_id"
"Not SATD","Deploy cif:mutations/commit_project_revision to pg"
"Not SATD","defer FK constraints check to the end of the transaction"
"Not SATD"," Propagate the change_status to all related form_change records Save the project table first to avoid foreign key violations from other potential tables."
"Not SATD","Deploy cif:mutations/commit_project_revision to pg"
"Not SATD","defer FK constraints check to the end of the transaction"
"Not SATD"," Propagate the change_status to all related form_change records Save the project table first do avoid foreign key violations from other potential tables."
"Not SATD","Deploy cif:mutations/create_form_change to pg"
"Not SATD","project_id is null until the project is created"
"Not SATD"," Deploy cif:mutations/create_project to pg requires: tables/project"
"Not SATD","project_id is null until the project is created"
"Not SATD"," Deploy cif:mutations/create_project to pg requires: tables/project"
"Not SATD","Deploy cif:mutations/create_project_revision to pg"
"Not SATD","non-milestone reporting requirements"
"Not SATD","milestone reporting requirements"
"Not SATD","don't need to order before limiting or further filter because funding stream is immutable and will be the same in all form changes"
"Not SATD","don't need to order before limiting or further filter because funding stream is immutable and will be the same in all form changes"
"Not SATD","Deploy cif:mutations/create_project_revision to pg"
"Not SATD","Deploy cif:mutations/create_project_revision to pg"
"Not SATD","Deploy cif:mutations/create_project_revision to pg"
"Not SATD","Deploy cif:mutations/create_project_revision to pg"
"Not SATD","non-milestone reporting requirements"
"Not SATD","milestone reporting requirements"
"Not SATD","Deploy cif:mutations/create_project_revision to pg"
"Not SATD","non-milestone reporting requirements"
"Not SATD","milestone reporting requirements"
"Not SATD","Deploy cif:mutations/create_project_revision to pg"
"Not SATD","non-milestone reporting requirements"
"Not SATD","milestone reporting requirements"
"Not SATD","Deploy cif:mutations/create_project_revision to pg"
"Not SATD","non-milestone reporting requirements"
"Not SATD","milestone reporting requirements"
"Not SATD","don't need to order before limiting or further filter because funding stream is immutable and will be the same in all form changes"
"Not SATD","don't need to order before limiting or further filter because funding stream is immutable and will be the same in all form changes"
"Not SATD","Deploy ggircs-app:mutations/create_user_from_session to pg"
"Not SATD"," Deploy cif:mutations/create_user_from_session_001_drop_before_cif_user_update to pg requires: mutations/create_user_from_session"
"Not SATD","Deploy cif:mutations/delete_project_revision to pg"
"Not SATD","Deploy cif:mutations/delete_project_revision to pg"
"Not SATD"," Deploy cif:mutations/discard_additional_funding_source_form_change to pg requires: tables/form_change requires: tables/project_revision"
"Not SATD"," Deploy cif:mutations/discard_emission_intensity_report to pg requires: tables/form_change requires: tables/project_revision"
"Not SATD","Removing or archiving a emission intensity report is a chained operation. The data for emissions intensity is spread across two tables:- reporting_requirement (base table, common to all reports)- discard_emission_intensity_report (data specific to milestone reports)Because this data is spread across two tables we have to remove or archive two form_change records within one transaction, one for each table."
"Not SATD"," Deploy cif:mutations/discard_funding_parameter_form_change to pg requires: tables/form_change requires: tables/project_revision"
"Not SATD","Removing or archiving a funding_parameter is a chained operation. The data for funding_parameter is spread across two tables:- reporting_requirement (base table, common to all reports)- funding_parameter (data specific to parameter_form)Because this data is spread across two tables we have to remove or archive two form_change records within one transaction, one for each table."
"Not SATD"," Deploy cif:mutations/discard_funding_parameter_form_change to pg requires: tables/form_change requires: tables/project_revision"
"Not SATD","Removing or archiving a funding_parameter is a chained operation. The data for funding_parameter is spread across two tables:- reporting_requirement (base table, common to all reports)- funding_parameter (data specific to parameter_form)Because this data is spread across two tables we have to remove or archive two form_change records within one transaction, one for each table."
"Not SATD"," Deploy cif:mutations/discard_milestone_form_change to pg requires: tables/form_change requires: tables/project_revision"
"Not SATD"," Deploy cif:mutations/discard_milestone_form_change to pg requires: tables/form_change requires: tables/project_revision"
"Not SATD","Removing or archiving a milestone is a chained operation. The data for milestones is spread across three tables:- reporting_requirement (base table, common to all reports)- milestone_report (data specific to milestone reports)- payment (payment data, common to some reports)Because this data is spread across three tables we have to remove or archive three form_change records within one transaction, one for each table."
"Not SATD","Deploy cif:mutations/generate_annual_reports to pg"
"Not SATD","setting the start_date to the end of the day to make sure we have the correct date on the front end (the front end is using the end of the day to display the date)"
"Not SATD","Deploy cif:mutations/generate_quarterly_reports to pg"
"Not SATD","choosing the closest quarter start date from a list of possible dates as a temporary table"
"Not SATD","setting the `report_interval_start_date` to the end of the day to make sure we have the correct date on the front end (the front end is using the end of the day to display the date)"
"Not SATD","Deploy cif:mutations/generate_reports to pg"
"Not SATD","Deploy cif:mutations/generate_reports to pg"
"Not SATD","if start date is before or equal to jan 31st, we will start the first annual report on the same year otherwise we will start on the next year"
"Not SATD","choosing the closest quarter start date from a list of possible dates as a temporary table"
"Not SATD","generating the reports"
"Not SATD","Deploy cif:mutations/stage_dirty_form_changes to pg"
"Not SATD","Deploy cif:mutations/stage_form_change to pg"
"Not SATD","Deploy cif:mutations/undo_form_changes to pg"
"Not SATD","Since project revision is the same for all form changes, we can just use the first one"
"Not SATD","we need to treat project overview table differently as it needs a null object as form data"
"Not SATD","Deploy cif:mutations/undo_form_changes to pg"
"Not SATD","Since project revision is the same for all form changes, we can just use the first one"
"Not SATD","we need to treat project overview table differently as it needs a null object as form data"
"Not SATD","Deploy cif:mutations/undo_form_changes to pg"
"Not SATD","Since project revision is the same for all form changes, we can just use the first one"
"Not SATD","we need to treat project overview table differently as it needs a null object as form data"
"Not SATD","Deploy cif:mutations/update_form_change to pg"
"Not SATD","Deploy cif:mutations/update_milestone_form_change to pg"
"Not SATD","remove the totalEligibleExpenses field if the reportType is not General Milestone"
"Not SATD","Deploy cif:mutations/update_milestone_form_change to pg"
"Not SATD","Deploy cif:mutations/update_or_create_user_from_session to pg"
"Not SATD"," This function replaces the old cif.create_user_from_session and updates users based on email (unique in the IDIR realm) instead"
"Not SATD","Deploy cif:mutations/update_or_create_user_from_session to pg"
"Not SATD"," This function replaces the old cif.create_user_from_session and updates users based on email (unique in the IDIR realm) instead"
"Not SATD","Deploy cif:schema/cif to pg"
"Not SATD","Deploy cif:schema/cif_private to pg"
"Not SATD","Deploy cif:tables/additional_funding_source to pg"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD","Deploy cif:tables/additional_funding_source_status to pg"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD","Deploy cif:tables/amendment_status to pg"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD","Deploy cif:tables/amendment_type to pg"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD"," Deploy cif:tables/attachment to pg requires: tables/project_status requires: tables/project"
"Not SATD","Deploy cif:tables/change_status to pg"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD","Deploy cif:tables/cif_user to pg"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_external permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD","Grant cif_guest permissions"
"Not SATD","Enable row-level security"
"Not SATD","cif_admin RLS"
"Not SATD","cif_internal RLS: can see all users, but can only modify its own record"
"Not SATD","cif_external RLS: can see all users, but can only modify its own record"
"Not SATD","cif_guest RLS: can only see its own (empty) record"
"Not SATD"," Deploy cif:tables/cif_user_001_drop_policies to pg requires: tables/cif_user"
"Not SATD"," Deploy cif:tables/cif_user_002_uuid_to_session_sub to pg requires: tables/cif_user_001_drop_policies requires: tables/cif_user"
"Not SATD","cif_internal RLS: can see all users, but can only modify its own record"
"Not SATD","cif_external RLS: can see all users, but can only modify its own record"
"Not SATD","cif_guest RLS: can only see its own (empty) record"
"Not SATD"," Deploy cif:tables/cif_user_003_create_policies to pg requires: tables/cif_user"
"Not SATD","Allowing all the existing users to update the sub once."
"Not SATD"," Deploy cif:tables/cif_user_004_allow_sub_update_flag to pg requires: tables/cif_user_003_create_policies"
"Not SATD"," Deploy cif:tables/connect_session to pg requires: schemas/private"
"Not SATD","Deploy cif:tables/contact to pg"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD"," Deploy cif:tables/emission_intensity_payment_percent to pg requires: schemas/main"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD","Deploy cif:tables/emission_intensity_report to pg"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD"," Deploy cif:tables/emission_intensity_report to pg requires: tables/reporting_requirement"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD"," Deploy cif:tables/emission_intensity_report_001 to pg requires: tables/emission_intensity_report"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD"," Deploy cif:tables/form to pg requires: schemas/main"
"Not SATD","note: there is no need to migrate the existing data in the columns, since our prod data deployment step overwrites it every time."
"Not SATD"," Deploy cif:tables/form to pg requires: schemas/main"
"Not SATD","Deploy cif:tables/audit to pg"
"Not SATD","We want the immutable trigger to run first to avoid doing unnecessary work"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD"," Deploy cif:tables/form_change_001 to pg requires: tables/form_change requires: tables/form"
"Not SATD"," Deploy cif:tables/full_backup_log to pg requires: schemas/private"
"Not SATD","Deploy cif:tables/funding_parameter to pg"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD","Deploy cif:tables/funding_parameter_001 to pg"
"Not SATD"," Deploy cif:tables/funding_parameter_002_add_auto_generating_report_date_columns to pg requires: tables/funding_parameter"
"Not SATD"," Deploy cif:tables/funding_parameter_003_drop_total_project_value_column to pg requires: tables/funding_parameter"
"Not SATD","Deploy cif:tables/funding_stream to pg"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD"," Order is important for funding_stream. EP needs id = 1 and IA needs id = 2 because it's how the business area refers to them and is used to generate unique ids"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD","EP and IA statuses"
"Not SATD","EP Only statuses"
"Not SATD","IA Only statuses"
"Not SATD"," Deploy cif:tables/funding_stream_project_status to pg requires: tables/project_status requires: tables/funding_stream"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD","2018 to 2022 is the MVP year range"
"Not SATD"," Deploy cif:tables/funding_stream_rfp to pg requires: tables/funding_stream"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD","Insert all possible combinations of funding_stream_rfp to project_status"
"Not SATD"," Deploy cif:tables/funding_stream_rfp_project_status to pg requires: tables/funding_stream_rfp requires: tables/project_status"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD"," Deploy cif:tables/funding_stream_rfp_project_status_001_drop_table to pg requires: tables/funding_stream_rfp_project_status"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD"," Deploy cif:tables/milestone_report to pg requires: tables/reporting_requirement"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD"," Deploy cif:tables/operator to pg requires: schemas/main"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD","Deploy cif:tables/payment to pg"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD"," Deploy cif:tables/payment_001 to pg requires: tables/payment"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD"," Deploy cif:tables/project to pg requires: tables/funding_stream requires: tables/funding_stream_rfp requires: tables/project_status requires: tables/operator"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD","Deploy cif:tables/project_001 to pg"
"Not SATD","Deploy cif:tables/project_002_add_contract_number to pg"
"Not SATD","Deploy cif:tables/project_003_add_immutable_funding_stream_trigger to pg"
"Not SATD","Deploy cif:tables/project_contact to pg"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD","Deploy cif:tables/project_manager to pg"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD"," Deploy cif:tables/project_manager_label to pg requires: schemas/main"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD","Deploy cif:tables/project_revision to pg"
"Not SATD","We want the immutable trigger to run first to avoid doing unnecessary work"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD","Deploy cif:tables/project_revision_001_add_amendment_columns to pg"
"Not SATD","Deploy cif:tables/project_revision_amendment_type_001_add_delete_permissions to pg"
"Not SATD","Deploy cif:tables/project_revision_003_set_amendment_statuses to pg"
"Not SATD","Deploy cif:tables/project_revision_004_add_pending_actions_from to pg"
"Not SATD"," Deploy cif:tables/project_revision_005_correct_revision_type to pg requires: tables/project_revision_004_add_pending_actions_from"
"Not SATD","The create_project_revision() function was defaulting new revisions to Amendment before we had implemented the abilityto create Amendment revisions. The revisions currently in the system should be of type 'General Revision'"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD"," Deploy cif:tables/project_revision_amendment_type to pg requires: tables/project_revision requires: tables/amendment_type"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD","Deploy cif:tables/project_status to pg"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD","Add new project status values"
"Not SATD","Rename project status values"
"Not SATD","delete redundant status values"
"Not SATD"," Deploy cif:tables/project_status_001_update_harcoded_values to pg requires: tables/project_status"
"Not SATD","Deploy cif:tables/project_type to pg"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD","Deploy cif:tables/reporting_requirement to pg"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD","Deploy cif:tables/report_type to pg"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD","Deploy cif:tables/report_type to pg"
"Not SATD"," Deploy cif:tables/report_type_002 to pg requires: tables/report_type_001"
"Not SATD"," Deploy cif:tables/report_type_003 to pg requires: tables/report_type_002"
"Not SATD"," Deploy cif:tables/revision_status to pg requires: tables/amendment_status"
"Not SATD","Deploy cif:tables/revision_type to pg"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD"," Deploy cif:tables/sector to pg requires: schemas/main"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD","Deploy cif:trigger_functions/archived_records_are_immutable to pg"
"Not SATD","Deploy cif:trigger_functions/cif_user_session_sub_immutable_with_flag to pg"
"Not SATD","Deploy cif:trigger_functions/committed_changes_are_immutable to pg"
"Not SATD"," Deploy cif:trigger_functions/commit_form_changes to pg requires: schemas/private"
"Not SATD","If there is no change in the form data, return the form_change record and do not touch the associated table."
"Not SATD","If the form has errors set, we don't commit the change and abort the transaction."
"Not SATD","it is necessary to put the values in a row(...) in case there is only one value;"
"Not SATD"," Deploy cif:trigger_functions/commit_form_changes to pg requires: schemas/private"
"Not SATD","Deploy cif:trigger_functions/commit_project_revision to pg"
"Not SATD","Deploy cif:trigger_functions/commit_project_revision to pg"
"Not SATD","If a project_id wasn't created, save it after the form_change row was committed"
"Not SATD"," Propagate the change_status to all related form_change records Save the project table first do avoid foreign key violations from other potential tables."
"Not SATD","Deploy cif:trigger_functions/funding_stream_is_immutable to pg"
"Not SATD","Deploy cif:trigger_functions/operator_swrs_organisation_is_immutable to pg"
"Not SATD"," Deploy cif:trigger_functions/set_previous_form_change_id to pg requires: tables/form_change"
"Not SATD"," Deploy cif:trigger_functions/set_user_id to pg requires: functions/session requires: table/cif_user"
"Not SATD"," Deploy cif:trigger_functions/set_user_id_001_drop_before_cif_user_update to pg requires: trigger_functions/set_user_id"
"Not SATD"," Deploy cif:trigger_functions/set_user_id_002_create_after_cif_user_update to pg requires: trigger_functions/set_user_id_001_drop_before_cif_user_update"
"Not SATD"," Deploy cif:trigger_functions/update_timestamps to pg requires: schemas/private"
"Not SATD"," Deploy cif:trigger_functions/update_timestamps_001_uuid_to_session_sub to pg requires: trigger_functions/update_timestamps"
"Not SATD","Deploy cif:types/form_change_operation to pg"
"Not SATD","Recreating the type with the `sub` field as text"
"Not SATD"," Deploy cif:types/keycloak_jwt to pg requires: schemas/main"
"Not SATD"," Deploy cif:types/keycloak_jwt to pg requires: schemas/main"
"Not SATD"," Deploy cif:types/manager_form_changes_by_label_composite_return to pg requires: schemas/main"
"Not SATD","Deploy cif:types/milestone_report_status_return to pg"
"Not SATD","Deploy cif:types/sum_by_fiscal_year to pg"
"Not SATD","Deploy cif:util_functions/camel_to_snake_case to pg"
"Not SATD","Deploy cif:util_functions/get_fiscal_year_from_timestamp to pg"
"Not SATD","return not started for empty project form"
"Not SATD"," Deploy cif:util_functions/get_form_status to pg requires: tables/form_change"
"Not SATD"," Deploy cif:util_functions/get_form_status to pg requires: tables/form_change"
"Not SATD","Deploy cif:util_functions/get_form_status_001 to pg"
"Not SATD","return not started for empty project form"
"Not SATD","Deploy cif:util_functions/get_form_status_001 to pg"
"Not SATD","return not started for empty project form"
"Not SATD","Deploy cif:util_functions/grant_permissions to pg"
"Not SATD","Grants permission for all columns in a table"
"Not SATD","Grants permissions on specific columns in a table"
"Not SATD","Creates a foreign table and imports the operators from the ggircs database into the operator table in the cif database."
"Not SATD","Create fdw server"
"Not SATD","Create fdw user mapping"
"Not SATD","Create operator foreign table"
"Not SATD","Create report foreign table"
"Not SATD"," Deploy cif:util_functions/import_swrs_operators to pg requires: tables/operator requires: schemas/private"
"Not SATD","Deploy cif:util_functions/import_swrs_operators_from_fdw to pg"
"Not SATD","Upsert the latest organisation data into the cif.operator table if the data has not been changed by a cif user"
"Not SATD"," This functions queries the SWRS tables and commits form_change records to the cif database. It is meant to be used in conjunction to a foreign data wrapper to the SWRS database's operator and report tables."
"Not SATD"," Pick the report from the latest reporting year that was inserted last This applies if there are multiple facilities per organisation The organisation data is expected to be the same for both facilities."
"Not SATD"," if cif_operator is null (new operator) or cif_operator exists and the swrs and cif names are identical (no manual update from the frontend), then we update the cif name."
"Not SATD","Deploy cif:util_functions/import_swrs_operators_from_fdw to pg"
"Not SATD","Upsert the latest organisation data into the cif.operator table if the data has not been changed by a cif user"
"Not SATD"," This functions queries the SWRS tables and commits form_change records to the cif database. It is meant to be used in conjunction to a foreign data wrapper to the SWRS database's operator and report tables."
"Not SATD"," Pick the report from the latest reporting year that was inserted last This applies if there are multiple facilities per organisation The organisation data is expected to be the same for both facilities."
"Not SATD"," if cif_operator is null (new operator) or cif_operator exists and the swrs and cif names are identical (no manual update from the frontend), then we update the cif name."
"Not SATD","Deploy cif:util_functions/read_only_user_policies to pg"
"Not SATD","If policy already exists alter policy, else create a new policy"
"Not SATD","If policy already exists alter policy, else create a new policy"
"Not SATD"," Deploy cif:database_functions/upsert_policy to pg requires: database_functions/create_roles"
"Not SATD"," upsert_policy function with 5 parameters is for select, insert, delete statements and update operations where the using/with check statements are equal example: select cif_private.upsert_policy('test_policy', 'test_table', 'update', 'admin', 'true'); becomes: create policy test_policy on cif.test_table for update to admin using(true) with check(true);"
"Not SATD"," case statement selections for the different operations (select/delete use a 'using' statement) (insert uses a 'with check' statement) (update uses both)"
"Not SATD"," upsert_policy with 6 parameters is for update operations where the using/with check statements are different this version of the function requires 'using' and 'with check' to be defined in the using_statement and check_statement parameters example: select cif_private.upsert_policy('test_policy', 'test_table', 'update', 'admin', 'using(true)', 'with check(false)'); becomes: create policy test_policy on cif.test_table for update to admin using(true) with check(false);"
"Not SATD","Adding the archived_records_are_immutable trigger only with the archived_at column"
"Not SATD"," Deploy cif:util/upsert_timestamp_columns to pg requires: trigger_function/update_timestamps"
"Not SATD","Deploy cif:util_functions/verify_function_not_present to pg"
"Not SATD","Deploy cif:util_functions/verify_function_not_present to pg"
"Not SATD","Verifies permission grants for all columns in a table"
"Not SATD","Verifies permission grants on specific columns in a table"
"Not SATD"," Deploy cif:database_functions/verify_grants to pg requires: schema_cif"
"Not SATD","Verifies if a policy exists"
"Not SATD","Test for valid operation input"
"Not SATD","Parse operation into the appropriate polcmd char in pg_policy table"
"Not SATD","Get the table OID"
"Not SATD","Get the role OID"
"Not SATD","Determine if policy exists with correct policy name, operation, role and table"
"Not SATD","Throw exception if false (necessary for sqitch)"
"Not SATD","Else return true"
"Not SATD"," Deploy cif:database_functions/verify_policy to pg requires: schema_cif"
"Not SATD","Deploy cif:database_functions/verify_policy_not_present to pg"
"Not SATD","Verifies if a policy exists"
"Not SATD","Get the table OID"
"Not SATD","Determine if policy exists with correct policy name, operation, role and table"
"Not SATD","Throw exception if true (necessary for sqitch)"
"Not SATD","Else return true"
"Not SATD","Deploy cif:util_functions/verify_type_not_present to pg"
"Not SATD","Revert cif:create_roles from pg"
"Not SATD"," Deploy cif:computed_columns/full_name to pg requires: tables/cif_user"
"Not SATD","Revert cif:computed_columns/full_name from pg"
"Not SATD","Deploy cif:computed_columns/contact_full_name to pg"
"Not SATD","Revert cif:computed_columns/contact_full_name from pg"
"Not SATD","Revert cif:computed_columns/contact_full_phone from pg"
"Not SATD","Revert cif:computed_columns/contact_pending_form_change from pg"
"Not SATD","Revert cif:computed_columns/contact_pending_form_change_001_drop_before_cif_user_update from pg"
"Not SATD","Revert cif:computed_columns/contact_pending_form_change_002_create_after_cif_user_update from pg"
"Not SATD"," Deploy cif:emission_intensity_report_calculated_ei_performance to pg requires: tables/emission_intensity_report"
"Not SATD","Revert cif:emission_intensity_report_calculated_ei_performance from pg"
"Not SATD"," Deploy cif:emission_intensity_report_calculated_ei_performance to pg requires: tables/emission_intensity_report"
"Not SATD","Deploy cif:computed_columns/form_change_as_emission_intensity_report to pg"
"Not SATD","The revert for the preceding change emission_intensity_report_001 must be done here or the revert for form_change_as_emission_intensity_reportwill not work. It will complain that it is returning too few columns."
"Not SATD","Given form_data_record_id can be null for some form_change records, it is not a reliable id value for the returned project_contact record.The returned id must not be null, so we use the form_change id being passed in as a parameter (multiplied by -1 to ensure we are not touching any existing records).This means the id value is not going to be the correct id for the returned emission_intensity_report record, which should be ok since we're only interestedin the data in new_form_data."
"Not SATD","Revert cif:computed_columns/form_change_as_emission_intensity_report from pg"
"Not SATD"," Deploy cif:computed_columns/form_change_as_project to pg requires: tables/project requires: tables/project_001 requires: tables/form_change"
"Not SATD","The revert for the preceding change project_002_add_contract_number must be done here or the revert for form_change_as_project will not work.It will complain that it is returning too few columns."
"Not SATD","Given form_data_record_id can be null for some form_change records, it is not a reliable id value for the returned project_contact record.The returned id must not be null, so we use the form_change id being passed in as a parameter (multiplied by -1 to ensure we are not touching any existing records).This means the id value is not going to be the correct id for the returned project_contact record, which should be ok since we're only interestedin the data in new_form_data."
"Not SATD","Revert cif:computed_columns/form_change_as_project from pg"
"Not SATD"," Deploy cif:computed_columns/form_change_as_project to pg requires: tables/project requires: tables/project_001 requires: tables/form_change"
"Not SATD","The revert for the preceding change project_001 must be done here or the revert for form_change_as_project will not work.It will complain that it is returning too few columns."
"Not SATD","Given form_data_record_id can be null for some form_change records, it is not a reliable id value for the returned project_contact record.The returned id must not be null, so we use the form_change id being passed in as a parameter (multiplied by -1 to ensure we are not touching any existing records).This means the id value is not going to be the correct id for the returned project_contact record, which should be ok since we're only interestedin the data in new_form_data."
"Not SATD","Revert cif:computed_columns/form_change_as_project_contact from pg"
"Not SATD","Revert cif:computed_columns/form_change_as_project_manager from pg"
"Not SATD","Revert cif:computed_columns/form_change_as_reporting_requirement from pg"
"Not SATD","Revert cif:computed_columns/form_change_calculated_ei_performance from pg"
"Not SATD","Revert cif:computed_columns/form_change_calculated_gross_amount_this_milestone from pg"
"Not SATD","Revert cif:computed_columns/form_change_calculated_holdback_amount_this_milestone from pg"
